question,regulation,breadcrumb,multi_regulation
Comment gérer la responsabilité juridique si une IA commet une erreur de valorisation d’un token qui entraîne des pertes pour les investisseurs ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels critères de validation des données doivent être appliqués aux jeux de données d’apprentissage provenant de plusieurs blockchains ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels sont les exigences de contrôle d’accès aux modèles d’IA qui traitent des informations sensibles sur les portefeuilles de crypto‑actifs ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Comment établir un plan de continuité d’activité pour les services d’IA qui supportent les opérations de marché de crypto‑actifs ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels rapports de conformité doivent être fournis aux autorités lorsqu’une IA applique des sanctions automatisées sur des comptes liés à des jetons illégaux ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels sont les exigences de documentation pour les processus de décision automatisée qui déterminent les frais de transaction en stablecoins ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Notre IA participe à la détermination du prix de référence d’un token ; quelles obligations de transparence et de suivi devons‑nous mettre en place ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels mécanismes de contrôle de la qualité des données doivent être instaurés pour entraîner des modèles d’IA qui surveillent les opérations de staking ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quelles sont les exigences de reporting en cas de modification du code source d’une IA qui gère les contrats intelligents de tokens ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Comment établir un registre des décisions automatisées prises par l’IA concernant la suspension ou la résiliation de services de crypto‑exchange ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels sont les critères de « haut risque » pour une IA qui intervient dans la gouvernance d’un protocole de finance décentralisée (DeFi) ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels contrôles de conformité doivent être appliqués aux API d’IA qui fournissent des données de prix en temps réel pour les crypto‑actifs ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels sont les exigences d’audit externe pour les modèles d’IA qui effectuent des analyses de risque de contrepartie sur les marchés de tokens ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Notre IA utilise des techniques de génération de texte pour créer des prospectus de token ; quelles obligations de véracité et de non‑manipulation doivent être respectées ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels indicateurs de performance de l’IA doivent être communiqués aux investisseurs lorsqu’ils utilisent notre plateforme de trading automatisé de crypto‑actifs ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels mécanismes de recours doivent être prévus pour les utilisateurs qui contestent une décision d’IA bloquant leurs fonds en stablecoins ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Comment garantir que les modèles d’IA respectent les exigences de protection des consommateurs lorsqu’ils recommandent des stratégies d’investissement en jetons ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels sont les exigences de documentation pour les tests de robustesse d’une IA qui gère les réserves de collatéral en crypto‑actifs ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Notre IA effectue une classification automatique des tokens en fonction de leur fonction ; quelles obligations de transparence doivent être respectées vis‑à‑vis des autorités de marché ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels sont les critères de vérification de la conformité d’un algorithme d’IA qui assure la liquidité sur un marché secondaire de tokens ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels processus de gouvernance de données doivent être mis en place pour les modèles d’IA qui agrègent des informations provenant de plusieurs registres de blockchain ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels sont les exigences de notification si une IA détecte une activité suspecte impliquant des stablecoins et déclenche un gel de compte ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Comment structurer les accords de service avec des fournisseurs d’IA afin de répartir la responsabilité en cas de non‑conformité liée aux crypto‑actifs ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Quels contrôles d’audit interne doivent être réalisés périodiquement sur les systèmes d’IA qui automatisent la conformité réglementaire des offres de tokens ?,"MiCA,AI Act",CROSS:MiCA+AI Act,True
Comment pouvons‑nous garantir que les données personnelles utilisées pour entraîner notre modèle d’IA respectent les exigences de protection de la vie privée et les obligations de transparence ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels droits des personnes concernées devons‑nous mettre en œuvre lorsqu’elles interagissent avec un système d’IA qui traite leurs données sensibles ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Dans quelles conditions devons‑nous réaliser une évaluation d’impact sur la protection des données avant de déployer un algorithme à haut risque ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels mécanismes de contrôle devons‑nous instaurer pour assurer la traçabilité des décisions automatisées prises par notre IA ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment documenter les mesures de sécurité technique appliquées à notre plateforme d’IA afin de répondre aux exigences de confidentialité et de fiabilité ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels critères devons‑nous vérifier pour déterminer si notre IA doit être soumise à une autorisation préalable avant sa mise sur le marché ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les obligations de notification en cas de violation de données impliquant un système d’IA qui a déjà été certifié ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment gérer le droit à l’oubli lorsqu’une personne souhaite que ses données soient supprimées d’un modèle déjà entraîné ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quelles informations devons‑nous fournir aux utilisateurs avant qu’ils n’utilisent notre service d’IA afin de garantir la transparence et le consentement éclairé ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels contrôles devons‑nous appliquer pour éviter les biais discriminatoires dans notre IA tout en respectant les principes de minimisation des données ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment procéder à la désignation d’un responsable du traitement lorsqu’un tiers fournit un module d’IA intégré à notre produit ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les critères de classification d’un système d’IA comme « à haut risque » qui déclencheraient des exigences supplémentaires de conformité ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Dans quels cas devons‑nous réaliser une analyse de conformité sur les fournisseurs d’IA situés hors de l’Union européenne ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les obligations de documentation à fournir aux autorités compétentes lors d’une inspection d’un système d’IA utilisé en production ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment assurer la portabilité des données lorsqu’un utilisateur souhaite récupérer les informations utilisées par notre IA pour générer un résultat ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quelles mesures techniques devons‑nous mettre en place pour protéger les ensembles de données d’entraînement contre les accès non autorisés ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les impacts sur la collecte de données lorsqu’une IA utilise des techniques de génération de données synthétiques ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment répondre à une demande d’accès aux données lorsqu’une personne veut connaître les critères de décision d’une IA qui la concerne ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les délais et procédures à suivre si notre IA est jugée non conforme après un audit ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment gérer le consentement des mineurs lorsqu’ils utilisent un service d’IA qui traite leurs données personnelles ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels contrôles de qualité devons‑nous instaurer pour valider que les données d’entraînement restent conformes aux exigences de confidentialité au fil du temps ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quelles obligations avons‑nous envers les personnes dont les données sont utilisées pour améliorer en continu un modèle d’IA déjà déployé ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels indicateurs de performance de conformité devons‑nous suivre pour démontrer le respect des exigences de sécurité et de transparence de l’IA ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment procéder à la révision des contrats avec les fournisseurs d’IA afin d’inclure les clauses de protection des données et de conformité ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les risques juridiques liés à l’utilisation de données publiques pour entraîner une IA sans évaluation d’impact préalable ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment garantir que les logs de décision de l’IA restent lisibles et exploitables pour les autorités de protection des données ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels mécanismes de contrôle d’accès devons‑nous implémenter pour que seules les personnes autorisées puissent modifier les modèles d’IA ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les obligations spécifiques si notre IA effectue du profilage à des fins de marketing ciblé ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment intégrer le principe de minimisation des données dans le processus de sélection des variables d’entrée d’un modèle d’IA ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Dans quelles circonstances devons‑nous informer les personnes concernées d’une modification substantielle du fonctionnement de notre IA ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les critères pour déterminer si un sous‑système d’IA doit être déclaré comme dispositif de surveillance ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment assurer la conformité lors de la mise à disposition d’une IA en tant que service (AI‑as‑a‑Service) à des clients externes ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les obligations de formation du personnel qui développe et maintient les algorithmes d’IA en matière de protection des données ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quelles sont les étapes à suivre pour effectuer une revue d’impact sur la protection des données chaque fois que notre modèle est mis à jour ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les exigences de documentation pour les algorithmes d’IA qui utilisent des données biométriques ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment gérer les demandes de limitation du traitement lorsque l’IA continue d’utiliser les données pour l’apprentissage ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les critères d’évaluation de la précision et de la robustesse d’une IA afin d’éviter les décisions erronées affectant les droits des individus ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quelles obligations de notification devons‑nous respecter si une faille de sécurité affecte le fonctionnement d’une IA en production ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment vérifier que les tierces parties qui fournissent des composants d’IA respectent nos exigences de conformité ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les exigences de transparence à communiquer dans les notices d’utilisation d’un chatbot qui collecte des informations personnelles ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment procéder à l’anonymisation des données d’entraînement tout en conservant la performance du modèle ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les obligations d’audit interne pour vérifier la conformité d’un système d’IA à la fois sur la protection des données et sur les exigences de sécurité ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment répondre à une requête d’opposition au traitement automatisé lorsqu’une IA utilise les données d’un individu pour des décisions de crédit ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les exigences de sauvegarde et de récupération des données d’entraînement en cas de sinistre ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Dans quel cas devons‑nous désigner un délégué à la protection des données pour superviser les projets d’IA ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels critères de sélection des fournisseurs d’IA garantissent le respect des normes de protection des données dès le contrat ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment gérer la conformité d’un modèle d’IA qui apprend en temps réel sur des flux de données continus ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
"Quels sont les exigences de documentation des algorithmes de décision lorsqu’ils sont utilisés dans des secteurs sensibles (santé, finance) ?","AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment vérifier que les données utilisées pour le test d’une IA ne violent pas les droits des personnes concernées ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels mécanismes de contrôle devons‑nous mettre en place pour garantir que les mises à jour logicielles de l’IA n’introduisent pas de nouvelles vulnérabilités ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment assurer la conformité lors de la commercialisation d’un produit contenant une IA qui effectue du suivi comportemental ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les obligations de divulgation en cas d’utilisation de données provenant de sources tierces non vérifiées dans l’entraînement d’une IA ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment gérer le droit à la rectification lorsque les données d’entrée d’un modèle d’IA sont erronées ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les critères pour décider si une IA doit être soumise à une certification de conformité avant sa mise sur le marché ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment documenter les décisions d’architecture d’IA qui impactent la protection des données personnelles ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels mécanismes de contrôle devons‑nous instaurer pour que les utilisateurs puissent facilement exercer leurs droits sur les données traitées par l’IA ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment vérifier que les processus de pseudonymisation appliqués aux jeux de données d’entraînement sont suffisants du point de vue de la protection des données ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les exigences de signalement lorsqu’une IA produit des résultats discriminatoires qui affectent les droits fondamentaux d’une personne ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment assurer la conformité d’une IA qui intègre des données provenant de dispositifs IoT collectant des informations personnelles ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
"Quels sont les obligations de conservation des preuves de conformité (logs, rapports d’évaluation) pour un système d’IA ?","AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment gérer le consentement lorsque l’IA utilise des données agrégées provenant de plusieurs sources ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels critères de robustesse devons‑nous appliquer pour que notre IA résiste à des attaques de type adversarial sans compromettre les données personnelles ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment intégrer les principes de « privacy by design » dans le cycle de vie d’un projet d’IA ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les exigences de documentation lorsque notre IA utilise des données géolocalisées à des fins de recommandation ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment vérifier que les sous‑traitants qui hébergent nos modèles d’IA respectent les exigences de sécurité et de confidentialité ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les obligations de transparence à fournir aux autorités lors d’une inspection d’un système d’IA à haut risque ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment gérer les réclamations des utilisateurs qui estiment que l’IA a violé leurs droits à la protection des données ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les exigences de mise à jour du registre des activités de traitement lorsqu’un nouveau modèle d’IA est déployé ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment assurer que les données de test utilisées pour valider l’IA ne révèlent pas d’informations personnelles sensibles ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels critères devons‑nous appliquer pour décider si un transfert de données vers un fournisseur d’IA hors UE est admissible ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment documenter les procédures de sauvegarde du modèle d’IA afin de répondre aux exigences de continuité du service et de protection des données ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels mécanismes de contrôle d’accès devons‑nous implémenter pour les environnements de développement d’IA afin de protéger les données d’entraînement ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment gérer le droit d’opposition lorsqu’un individu ne veut plus être sujet à un profilage automatisé par notre IA ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les exigences de formation et de sensibilisation du personnel aux risques liés à la combinaison d’IA et de données personnelles ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Comment procéder à une réévaluation de conformité lorsqu’une mise à jour logicielle modifie le niveau de risque associé à notre IA ?,"AI Act,GDPR",CROSS:AI Act+GDPR,True
Quels sont les critères à respecter pour que notre système d’IA utilisé dans la gestion des risques informatiques soit considéré comme fiable et sécurisé?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment devons‑nous documenter les processus de décision automatisée afin de répondre aux exigences de traçabilité et de résilience des services numériques?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quelles mesures de cybersécurité devons‑nous mettre en place pour protéger les données d’entraînement de nos modèles d’IA contre les attaques de type ransomware?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment prouver que notre IA respecte les exigences de gouvernance tout en assurant la continuité opérationnelle de nos plateformes critiques?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels contrôles internes sont requis pour valider que les algorithmes de scoring de crédit ne compromettent pas la robustesse du système d’information?,"AI Act,DORA",CROSS:AI Act+DORA,True
Dans quel cas faut‑il réaliser une évaluation d’impact sur la protection des données pour nos solutions d’IA intégrées aux services financiers?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les seuils de tolérance aux incidents de sécurité que nous devons surveiller lorsqu’un modèle d’IA est déployé en production?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment établir un plan de continuité d’activité qui inclut la reprise après sinistre d’une plateforme d’apprentissage automatique?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quelles obligations avons‑nous concernant la notification des défauts critiques détectés dans un système d’IA utilisé pour la surveillance réseau?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels critères de transparence devons‑nous appliquer aux décisions automatisées afin de satisfaire les exigences de conformité et de résilience?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment gérer les mises à jour logicielles d’un modèle d’IA tout en garantissant la disponibilité des services critiques?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quelles exigences de documentation devons‑nous satisfaire pour démontrer la conformité de nos outils d’IA avec les bonnes pratiques de sécurité informatique?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les risques spécifiques liés à l’utilisation d’IA générative dans les systèmes de gestion des incidents et comment les atténuer?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment intégrer les contrôles de sécurité dans le cycle de vie du développement d’une IA destinée à l’analyse de logs?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels indicateurs de performance devons‑nous suivre pour mesurer à la fois la fiabilité de l’IA et la stabilité du réseau?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels processus d’audit interne sont requis pour vérifier la conformité d’un système d’IA avec les standards de continuité opérationnelle?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment structurer les rapports de suivi des incidents liés à l’IA afin de répondre aux exigences de reporting de sécurité?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels types de tests de pénétration devons‑nous réaliser sur nos modèles d’apprentissage profond avant leur mise en service?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment assurer la compatibilité entre les exigences de sécurité des infrastructures cloud et celles des algorithmes d’IA que nous déployons?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les critères de classification des systèmes d’IA qui déterminent le niveau de surveillance de la cybersécurité?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment gérer les droits d’accès aux modèles d’IA pour éviter les violations de la chaîne d’approvisionnement numérique?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels mécanismes de contrôle de version devons‑nous adopter pour garantir la traçabilité des modifications d’un algorithme critique?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment évaluer la résilience d’un système d’IA face à des attaques par empoisonnement de données?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les seuils de disponibilité à maintenir pour un service d’IA utilisé dans la détection de fraudes?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment mettre en place une gouvernance des risques qui couvre à la fois les aspects d’IA et de continuité des services numériques?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels contrôles de sécurité doivent être appliqués lors du partage de modèles d’IA entre filiales situées dans différents pays?,"AI Act,DORA",CROSS:AI Act+DORA,True
Dans quelles situations devons‑nous procéder à une validation indépendante de nos systèmes d’IA avant leur déploiement?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les éléments clés d’un plan de reprise d’activité incluant la restauration des modèles d’apprentissage et des données associées?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment garantir que les algorithmes de décision automatisée ne créent pas de points de défaillance uniques dans l’infrastructure IT?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels critères de conformité devons‑nous respecter lors de l’utilisation d’IA pour le monitoring de la santé des réseaux?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment documenter les mesures de mitigation prises contre les vulnérabilités découvertes dans un modèle d’IA?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les obligations de notification en cas de compromission d’un système d’IA qui impacte la continuité du service?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment assurer que les fournisseurs tiers de solutions d’IA respectent nos exigences de sécurité et de résilience?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels tests de résilience devons‑nous exécuter sur un pipeline d’entraînement automatisé pour valider sa robustesse?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment intégrer les exigences de protection des données personnelles dans le développement d’un chatbot IA utilisé par le support client?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels indicateurs de risque devons‑nous surveiller pour anticiper les incidents liés à l’interaction entre IA et infrastructure cloud?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment structurer les processus de gestion des incidents pour qu’ils intègrent à la fois les aspects techniques de l’IA et les exigences de continuité?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les critères d’évaluation de la conformité d’un système d’IA lorsqu’il est utilisé pour la gestion des sauvegardes?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment garantir la disponibilité des services d’IA pendant une cyber‑attaque visant l’infrastructure réseau?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels contrôles de qualité des données devons‑nous instaurer pour éviter les biais qui pourraient affecter la stabilité du système?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment mesurer l’impact d’une mise à jour d’algorithme sur la résilience globale de nos services numériques?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les obligations de reporting auprès des autorités lorsque notre IA détecte une anomalie de sécurité majeure?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment organiser la gouvernance des modèles d’IA afin de maintenir une continuité de service en cas de changement de fournisseur?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels critères de classification des risques doivent être appliqués aux projets d’IA qui soutiennent les fonctions critiques de l’entreprise?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment établir un cadre de test de récupération pour les environnements de simulation d’IA?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les exigences de journalisation des décisions automatisées pour assurer la traçabilité en cas d’incident?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment gérer les dépendances logicielles d’un système d’IA afin de réduire les points de défaillance potentiels?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels contrôles de sécurité physique sont requis pour les serveurs hébergeant les modèles d’apprentissage profond?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment s’assurer que les processus de validation de l’IA respectent les exigences de continuité d’activité en période de forte charge?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les seuils de tolérance aux erreurs d’un système d’IA qui participe à la détection d’intrusions?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment intégrer les exigences de redondance dans l’architecture d’un service d’IA distribué?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les rôles et responsabilités à définir pour la gestion des risques liés à l’IA au sein du comité de continuité?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment documenter les scénarios de test de résilience pour les algorithmes d’apprentissage automatique?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels critères de conformité devons‑nous appliquer aux datasets utilisés pour entraîner nos modèles afin d’éviter les risques de compromission?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment garantir l’interopérabilité entre les systèmes de sécurité existants et les nouvelles solutions d’IA?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les éléments à inclure dans un plan de gestion de crise qui implique une défaillance d’un système d’IA critique?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment évaluer la robustesse d’un modèle d’IA face à des attaques de type adversarial?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels mécanismes de contrôle d’accès granulaire devons‑nous mettre en place pour les environnements de développement d’IA?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment assurer la continuité des services de soutien décisionnel automatisé lors d’une panne majeure du centre de données?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels indicateurs de performance doivent être surveillés pour détecter précocement les dégradations d’un système d’IA?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment établir une procédure de revue post‑incident qui couvre à la fois les aspects techniques de l’IA et les exigences de résilience?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les exigences de formation du personnel pour gérer les risques spécifiques aux systèmes d’IA?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment garantir que les processus de mise à jour des modèles d’IA ne perturbent pas les services critiques?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels contrôles d’audit doivent être réalisés sur les fournisseurs de données utilisées pour entraîner nos IA?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment structurer les accords de niveau de service (SLA) afin d’inclure des clauses spécifiques à la disponibilité des solutions d’IA?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les critères d’évaluation de la sécurité des API exposant nos modèles d’IA à des tiers?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment mettre en place une stratégie de sauvegarde et de restauration des modèles d’apprentissage et de leurs paramètres?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels mécanismes de surveillance continue devons‑nous déployer pour détecter les dérives de performance d’un modèle d’IA?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment garantir que les processus de gouvernance des risques d’IA sont alignés avec les exigences de continuité des services numériques?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les exigences de documentation à fournir lors d’un audit externe portant sur nos systèmes d’IA critiques?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment gérer les incidents de compromission d’un modèle d’IA sans impacter la disponibilité des services associés?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels contrôles de sécurité doivent être appliqués aux environnements de test d’IA avant leur passage en production?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment assurer la conformité des algorithmes d’optimisation utilisés pour la gestion des ressources informatiques?,"AI Act,DORA",CROSS:AI Act+DORA,True
Quels sont les exigences de reporting interne concernant les vulnérabilités découvertes dans les systèmes d’IA?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment établir un cadre de gouvernance qui intègre la gestion des risques liés à l’IA et la résilience des infrastructures critiques?,"AI Act,DORA",CROSS:AI Act+DORA,True
Comment devons‑nous procéder pour signaler une faille de sécurité informatique qui affecte à la fois les données personnelles de nos clients et la continuité de nos services numériques ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quelles sont les exigences en matière d’évaluation d’impact lorsqu’un nouveau service cloud traite des données sensibles tout en étant soumis à des obligations de résilience opérationnelle ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels contrôles techniques devons‑nous mettre en place pour garantir la confidentialité des données tout en assurant la disponibilité des systèmes critiques ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Comment documenter les mesures de cybersécurité de façon à répondre aux exigences de transparence vis‑à‑vis des personnes concernées et aux obligations de reporting des incidents ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quels sont les critères à appliquer pour choisir un sous‑traitant qui assure à la fois la protection des données personnelles et la continuité des services numériques ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Dans quels délais devons‑nous notifier aux autorités compétentes une atteinte à la sécurité qui entraîne une perte de disponibilité d’un service essentiel contenant des données personnelles ?,"DORA,GDPR",CROSS:DORA+GDPR,True
Quelles procédures de récupération des données devons‑nous instaurer pour respecter les droits d’accès et de rectification tout en garantissant la résilience du système ?,"DORA,GDPR",CROSS:DORA+GDPR,True
